"","StationCode","DateTimeStamp","Sal","RESULTS.VALID","RESULT.COMMENT","Year","Month","Day"
"263","GRBBR",2017-04-30 08:00:00,14.6,""," ",2017,4,30
"264","GRBBR",2017-04-30 08:15:00,13.6,""," ",2017,4,30
"265","GRBBR",2017-04-30 08:30:00,12.8,""," ",2017,4,30
"266","GRBBR",2017-04-30 08:45:00,11.9,""," ",2017,4,30
"267","GRBBR",2017-04-30 09:00:00,11,""," ",2017,4,30
"268","GRBBR",2017-04-30 09:15:00,9.5,""," ",2017,4,30
"269","GRBBR",2017-04-30 09:30:00,8.7,""," ",2017,4,30
"270","GRBBR",2017-04-30 09:45:00,7.4,""," ",2017,4,30
"271","GRBBR",2017-04-30 10:00:00,6.4,""," ",2017,4,30
"272","GRBBR",2017-04-30 10:15:00,5.9,""," ",2017,4,30
"273","GRBBR",2017-04-30 10:30:00,5.1,""," ",2017,4,30
"274","GRBBR",2017-04-30 10:45:00,4.3,""," ",2017,4,30
"275","GRBBR",2017-04-30 11:00:00,3.5,""," ",2017,4,30
"276","GRBBR",2017-04-30 11:15:00,2.4,""," ",2017,4,30
"277","GRBBR",2017-04-30 11:30:00,1.5,""," ",2017,4,30
"278","GRBBR",2017-04-30 11:45:00,1.5,""," ",2017,4,30
"279","GRBBR",2017-04-30 12:00:00,2.5,""," ",2017,4,30
"280","GRBBR",2017-04-30 12:15:00,3.5,""," ",2017,4,30
"281","GRBBR",2017-04-30 12:30:00,4.1,""," ",2017,4,30
"282","GRBBR",2017-04-30 12:45:00,4.9,""," ",2017,4,30
"283","GRBBR",2017-04-30 13:00:00,6.2,""," ",2017,4,30
"284","GRBBR",2017-04-30 13:15:00,7.3,""," ",2017,4,30
"285","GRBBR",2017-04-30 13:30:00,8,""," ",2017,4,30
"286","GRBBR",2017-04-30 13:45:00,8.9,""," ",2017,4,30
"287","GRBBR",2017-04-30 14:00:00,10,""," ",2017,4,30
"288","GRBBR",2017-04-30 14:15:00,11,""," ",2017,4,30
"289","GRBBR",2017-04-30 14:30:00,12.2,""," ",2017,4,30
"290","GRBBR",2017-04-30 14:45:00,12.8,""," ",2017,4,30
"291","GRBBR",2017-04-30 15:00:00,13.1,""," ",2017,4,30
"292","GRBBR",2017-04-30 15:15:00,13.5,""," ",2017,4,30
"293","GRBBR",2017-04-30 15:30:00,13.9,""," ",2017,4,30
"294","GRBBR",2017-04-30 15:45:00,14.3,""," ",2017,4,30
"295","GRBBR",2017-04-30 16:00:00,14.6,""," ",2017,4,30
