system:index,B,G,Lidar,N,R,training_poly,.geo
475,73,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86977403570795,43.078867176473985]}"
476,74,73,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8700024333363,43.07924683416455]}"
477,62,64,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78968997311668,43.1043500001072]}"
478,71,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84846287545079,43.123571587237976]}"
479,74,71,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86958250435687,43.07943294352923]}"
480,72,74,-1.2101077,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88266992177756,43.12972509207005]}"
481,54,53,-1.4999208,38,43,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82541790994068,43.17582013786331]}"
482,56,50,-1.4999208,38,42,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8254351501726,43.175460206721304]}"
483,74,72,-1.4999237,28,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86948392369466,43.07945926161793]}"
484,71,72,-1.4999237,26,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86900716975478,43.080239078733285]}"
485,62,64,-1.8897637,32,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78966450659166,43.10441281578518]}"
486,59,60,-1.4999208,38,49,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82560361498749,43.17573148876158]}"
487,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86877794200963,43.07897725622394]}"
488,74,70,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86811653215761,43.07979178840032]}"
489,72,71,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86810389780952,43.078873536704144]}"
490,72,67,-1.4999237,26,53,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84942664537178,43.12410056386028]}"
491,75,72,-1.4999237,29,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86977053620899,43.07913720022261]}"
492,72,69,-1.4999237,27,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8488002757653,43.12315092745669]}"
493,72,68,-1.4999237,28,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84847996114179,43.123211648133164]}"
494,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86872392133618,43.07935494689196]}"
495,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87003868663699,43.079292094571485]}"
496,76,72,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86838386319155,43.080009692106415]}"
497,74,69,-1.4999237,26,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86799058360089,43.079088784366974]}"
498,60,64,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78899109669821,43.10425462601525]}"
499,76,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86787165474107,43.07879090130933]}"
500,72,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86955045192414,43.07906365451291]}"
501,61,64,-1.8897637,32,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78885134798709,43.10457760986474]}"
502,72,74,-1.202388,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88283002252902,43.12969918439022]}"
503,72,70,-1.4999237,28,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86847999148661,43.08017239150776]}"
504,66,64,-1.4999208,36,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82458214206004,43.17577798345809]}"
505,74,72,-1.4999237,28,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86924969215059,43.07952964242597]}"
506,74,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86896657819956,43.07958167879656]}"
507,74,72,-1.4999237,26,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86830761847558,43.08020719543224]}"
508,66,62,-1.8897637,20,46,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72736110386913,43.0751133154952]}"
509,62,60,-1.8897637,22,50,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76198805639555,43.088462613000296]}"
510,60,64,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78923393915449,43.10445452261809]}"
511,72,72,-1.4999237,29,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86993252554262,43.07990346447342]}"
512,64,56,-1.4999208,36,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82450686992348,43.17588544676108]}"
513,74,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86919810371396,43.07877314821034]}"
514,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86844326153097,43.079217965413605]}"
515,75,72,-1.4999237,29,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86914536998096,43.079051830421186]}"
516,72,72,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87005857984377,43.079652297190925]}"
517,74,71,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86852793898574,43.08026274196485]}"
518,76,76,-1.4999237,29,63,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87009549763206,43.07869838419047]}"
519,74,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86944005988485,43.07905388387304]}"
520,72,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84958614577693,43.124119706045725]}"
521,74,73,-1.4999237,27,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86797479744023,43.0793587222861]}"
522,69,62,-1.8897637,22,46,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72754224244923,43.075312837156204]}"
523,73,74,-1.234016,26,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88284598950109,43.12941124489025]}"
524,71,68,-1.4999237,27,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84854211834954,43.12315808339441]}"
525,74,67,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84939361657221,43.12381227894455]}"
526,74,74,-1.4999237,29,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86998688919442,43.07949877084149]}"
527,74,72,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87032203152395,43.07922205394283]}"
528,74,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8698079866394,43.080037621328245]}"
529,74,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87037895627002,43.07861934259801]}"
530,60,61,-1.8897637,22,44,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72734745159221,43.07520321929322]}"
531,74,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8485166366673,43.12414806967367]}"
532,60,64,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78976688626607,43.104125550760465]}"
533,72,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84864383117149,43.12382492398208]}"
534,59,59,-1.4999208,36,48,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82513493278117,43.17582705817514]}"
535,74,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84893429854272,43.124160056921966]}"
536,68,66,-1.4999208,40,56,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82515816917277,43.175926245013095]}"
537,74,73,-1.4999237,30,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86985100550575,43.07956083594464]}"
538,72,73,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86872954227911,43.07986807745105]}"
539,60,57,-1.4999208,34,51,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82548298277992,43.17555957435415]}"
540,55,52,-1.4999208,32,44,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.81991686882019,43.195636713034425]}"
541,70,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84813919820579,43.12388432578761]}"
542,74,68,-1.4999237,26,56,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8480995283725,43.123172920980934]}"
543,73,73,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87000771509781,43.079786967128406]}"
544,70,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84934218930839,43.12398294069489]}"
545,72,72,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8678476820161,43.07874572594273]}"
546,71,69,-1.4999237,27,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84911531599835,43.12348623561716]}"
547,72,70,-1.4999237,28,55,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84810029509951,43.124037073506194]}"
548,72,72,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86932581626048,43.079341139208374]}"
549,74,70,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86816658282328,43.07972012484596]}"
550,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86832655880758,43.079694236243576]}"
551,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86835555722192,43.079352377639125]}"
552,75,72,-1.4999237,27,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86798368278832,43.07867466242334]}"
553,74,72,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86936407725864,43.080178554854854]}"
554,72,72,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86821639961065,43.079666462842226]}"
555,74,68,-1.4999237,27,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84817349337563,43.12315544704557]}"
556,73,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84850482877668,43.1241119791174]}"
557,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86840700945508,43.079172704510356]}"
558,74,74,-1.4999237,28,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86886062317619,43.079229877606]}"
559,59,51,-1.4999208,37,46,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82494113217311,43.175609597736056]}"
560,73,72,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8687748035137,43.080165445928]}"
561,73,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8490385938172,43.12371072568935]}"
562,56,54,-1.4999208,32,48,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82017844440608,43.19540461198771]}"
563,73,72,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86956695843678,43.079684880126855]}"
564,74,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86856851453369,43.079974973701404]}"
565,73,74,-1.4999237,29,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86989495670828,43.079012044165516]}"
566,56,58,-1.4999208,36,47,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82468713512154,43.17619282277959]}"
567,74,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86800379762298,43.07901686376527]}"
568,64,64,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78945812789348,43.10424020430137]}"
569,74,72,-1.4999237,29,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86856089700227,43.07866968809526]}"
570,74,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86907965643421,43.07938443174462]}"
571,60,58,-1.4999208,36,48,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82506275183678,43.17570950839547]}"
572,72,68,-1.4999237,27,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84802076255845,43.12355042180038]}"
573,72,68,-1.4999237,26,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84956612262602,43.12377750486463]}"
574,60,65,-1.8897637,31,53,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78939118350557,43.10462675779913]}"
575,74,73,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86973090015307,43.079352962676204]}"
576,62,62,-1.8897637,20,45,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.72733531155679,43.075194118051435]}"
577,72,74,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86944090206663,43.07993604684976]}"
578,73,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87033959498513,43.07976227236661]}"
579,74,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87008232132872,43.07971547368539]}"
580,85,92,-1.4999237,46,86,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.92399597602628,43.04273027920362]}"
581,74,72,-1.4999237,28,62,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86973792940144,43.07975808376998]}"
582,72,67,-1.4999237,28,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84879440038358,43.123591960533965]}"
583,72,68,-1.4999237,27,53,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8480625458554,43.12318165793052]}"
584,74,73,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86984633983401,43.079920867569506]}"
585,72,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87029996048766,43.079978035006626]}"
586,73,74,-1.4999237,28,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86978401201326,43.07999244636185]}"
587,72,72,-1.4999237,28,61,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86969033049313,43.079640731429684]}"
588,72,72,-1.4999237,29,58,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8690570836639,43.07923124715155]}"
589,74,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87021245517123,43.079149278498264]}"
590,72,72,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86841718493703,43.07933480435404]}"
591,64,64,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7892013308253,43.104157221338454]}"
592,72,68,-1.4999237,26,53,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84832339289564,43.123894644856584]}"
593,74,72,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86793024213385,43.07900734876159]}"
594,76,74,-1.4999237,28,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.87030260316178,43.078825848158935]}"
595,73,68,-1.4999237,26,56,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84894724622953,43.123187984033756]}"
596,74,74,-1.4999237,28,59,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86820037426922,43.07900923398821]}"
597,62,64,-1.8897637,30,52,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.78974103448483,43.10421536816302]}"
598,72,68,-1.4999237,30,54,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8491995312601,43.12362186030217]}"
599,74,72,-1.4999237,26,60,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86814518112304,43.0794769322266]}"
600,120,122,-0.34039584,85,113,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76736603427489,43.075965801496835]}"
601,106,112,-0.6416766,86,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85787548410464,43.1320099287091]}"
602,83,84,-1.4999237,72,78,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85442089803853,43.053086602024464]}"
603,112,117,-1.4999237,79,107,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90670636966918,43.05843267665998]}"
604,92,96,-0.75604093,78,90,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85278988926575,43.15868131350089]}"
605,108,110,-0.746275,86,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85673869225344,43.1324699663407]}"
606,106,112,-1.4999237,76,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90627263837703,43.05876285619803]}"
607,92,95,-1.4999237,72,89,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85383331453195,43.05296540865471]}"
608,106,111,-0.55372757,85,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82718623594369,43.18589673692999]}"
609,120,122,-0.16532744,94,116,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86493528777073,43.09114755781698]}"
610,105,112,-0.70338815,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85745622385667,43.1321149825191]}"
611,117,126,-0.5054124,92,116,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9049723882669,43.133008266934226]}"
612,88,93,-1.4999237,72,86,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85436048082573,43.053014160048214]}"
613,140,142,-0.14632966,106,132,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86500768329418,43.0912470824578]}"
614,148,148,-0.056153003,109,138,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86527434825712,43.09151899787729]}"
615,107,112,-0.7366807,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85711046078656,43.132238557879816]}"
616,109,112,-1.4999237,76,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90637306109124,43.05858349061242]}"
617,104,112,-1.4999237,76,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90640910694202,43.058646741574776]}"
618,102,110,-0.61568505,86,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82722436934479,43.18580700241959]}"
619,100,100,-0.29819268,81,94,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76694858892003,43.07596252003591]}"
620,124,120,-0.19024974,98,119,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86483668631595,43.09117387168146]}"
621,104,109,-0.5006449,78,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90487451804661,43.1329716092563]}"
622,107,110,-0.024619268,82,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88182169788433,43.09705264289262]}"
623,108,110,-0.75118285,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85676932852094,43.13201110570274]}"
624,125,122,-0.07014391,92,119,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86523949978303,43.09136572688251]}"
625,106,109,-0.75566834,84,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85665563631238,43.132244340394706]}"
626,111,118,-0.07933384,83,107,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88193338871997,43.09696339314097]}"
627,94,96,-0.6964811,80,92,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85269153223776,43.1586806137813]}"
628,96,103,-1.4999237,79,97,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85427884343345,43.05268952141973]}"
629,87,92,-1.4999237,70,86,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85436036202778,43.05302316084678]}"
630,158,154,-0.1472041,108,150,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86499011909939,43.09165203068385]}"
631,118,124,-0.3572798,85,111,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.7673781804571,43.075974898545184]}"
632,108,116,-0.30415553,84,108,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76712021485302,43.07598187252448]}"
633,105,111,-1.4999237,76,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90660828292971,43.05842302359459]}"
634,108,116,-0.6859795,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85763652968329,43.13242230925103]}"
635,94,96,-0.5677972,78,92,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8523468045366,43.158714166605876]}"
636,108,115,-1.4999237,77,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.9061752186423,43.05869919734889]}"
637,120,122,0.07010414,87,110,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75712291474034,43.07279729598465]}"
638,85,93,-1.4999237,70,83,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85436416353511,43.05273513528525]}"
639,106,112,-1.4999237,78,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90664010431159,43.05882830878416]}"
640,92,94,-1.4999237,72,88,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85420033115714,43.05305803135903]}"
641,105,110,-0.7035288,82,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85724979817843,43.131924490476415]}"
642,110,112,-0.75309914,87,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85675252574536,43.13235304451207]}"
643,96,99,-0.6455422,80,94,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85245602204114,43.15882296164665]}"
644,92,96,-0.719328,78,93,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85259042677828,43.158886928412855]}"
645,106,112,-0.6772514,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.8574464266871,43.131925881307716]}"
646,106,112,-0.6952253,83,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85753880793601,43.13237661063294]}"
647,133,129,0.07010414,86,114,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75725689854593,43.072870373634544]}"
648,153,149,-0.09893366,113,143,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86512685619222,43.091526966406455]}"
649,108,115,-0.3108588,82,107,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76694714036785,43.07606152615972]}"
650,90,92,-1.4999237,73,87,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85400716388695,43.052813615439966]}"
651,104,112,-0.3550515,78,108,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76715270360238,43.07627918045341]}"
652,107,112,-0.31670928,76,99,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76713051776314,43.07611697739798]}"
653,106,110,-0.7093291,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85745693589134,43.13206097843527]}"
654,88,90,-1.4999237,72,80,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85444972133148,43.05276274748949]}"
655,100,108,-1.4999237,72,98,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90666643268798,43.058684457387315]}"
656,106,112,-1.4999237,75,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90660461401903,43.058720053382075]}"
657,104,111,-0.68941694,84,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.857697976595,43.13242274371842]}"
658,96,98,-0.6125645,81,93,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85205996241072,43.15901817488293]}"
659,134,131,-0.053741492,102,126,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86527634336298,43.09136598492146]}"
660,124,122,0.07010414,92,113,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75706059721833,43.07285981180634]}"
661,102,106,-0.48487574,74,100,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76728868161265,43.07621723813422]}"
662,107,112,-1.4999237,75,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90652269333918,43.058395450175276]}"
663,162,154,-0.097162694,116,149,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86512673881091,43.091535967168106]}"
664,116,120,-0.3026836,84,109,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76693552098729,43.0760164268396]}"
665,82,84,-1.4999237,74,73,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85452419347396,43.05270026453433]}"
666,134,134,-0.18643858,101,126,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86486136604215,43.09116504303297]}"
667,110,116,-1.4999237,78,107,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90698668848466,43.058596567421496]}"
668,138,138,-0.12181537,104,128,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86507937472518,43.09140061162371]}"
669,82,88,-1.4999237,71,81,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85423893393349,43.05292328079173]}"
670,108,112,-0.73139834,86,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85726006954704,43.13207758897904]}"
671,104,110,-0.6993614,83,102,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85757698126915,43.132277863862825]}"
672,107,111,-0.6986358,84,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85752889182,43.132196510115456]}"
673,125,129,0.08519367,91,121,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.88192007186214,43.09704431601456]}"
674,152,148,-0.091743894,107,144,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86508883864786,43.09161671593355]}"
675,104,110,-0.7361918,84,105,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85703624978568,43.13227403885592]}"
676,110,112,-0.64162946,86,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85787536549391,43.13201892939078]}"
677,105,112,-0.31451482,79,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.76724325622206,43.07596483651932]}"
678,106,111,-0.7424818,83,104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85680061427995,43.1324343985762]}"
679,100,107,-0.4338777,86,101,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.82692250694177,43.18629086441335]}"
680,110,116,-1.4999237,80,106,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.90668887008239,43.05885563757183]}"
681,87,88,-1.4999237,72,78,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85442351139186,43.052888584451736]}"
682,95,98,-0.65181124,80,92,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85264319014901,43.15861725949405]}"
